Title;Ingenio;URL;Authors;Abstract
Gesture segmentation based on a two-phase estimation of distribution algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000396973000006;"Liu, K; Gong, DW;  (...); Wang, GG";Add this journal to your reviewer interest list.  Add Journal|A multi-objective optimization model for the problem of gesture segmentation is formulated, and a method of solving the model based on a two-phase estimation of distribution algorithm is presented. When building the model, the positions of a series of pixels are taken as the decision variable, and the differences between the colors of pixels and those of a hand are taken as objective functions.
Decentralized Multi-objective Robust Control of Interconnected Fuzzy Singular Perturbed Model with Multiple Perturbation Parameters;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000309188200303;"Yuan, Y; Sun, FC and Hu, YN";This paper investigates the decentralized multi-objective robust control for the interconnected fuzzy singular perturbed model with multiple perturbation parameters. Some practical systems, such as the large power system, usually exhibits the characters of multiple time scale and interconnections among subsystems. Thus, the interconnected fuzzy singular perturbed model is proposed to model such
Hybrid Approaches and Dimensionality Reduction for Portfolio Selection with Cardinality Constraints;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000276821200007;Ruiz-Torrubiano, R and Suárez, A;Add this journal to your reviewer interest list.  Add Journal|A novel memetic algorithm that combines evolutionary algorithms, quadratic programming, and specially devised pruning heuristics is proposed for the selection of cardinality-constrained optimal portfolios. The framework used is the standard Markowitz mean-variance formulation for portfolio optimization with constraints of practical interest, such as minimum and maximum investments per asset and
Enabling the Extended Compact Genetic Algorithm for Real-Parameter Optimization by Using Adaptive Discretization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000277101800002;Chen, YP and Chen, CH;Add this journal to your reviewer interest list.  Add Journal|An adaptive discretization method, called split-on-demand (SoD), enables estimation of distribution algorithms (EDAs) for discrete variables to solve continuous optimization problems. SoD randomly splits a continuous interval if the number of search points within the interval exceeds a threshold, which is decreased at every iteration. After the split operation, the nonempty intervals are assign
Exploiting Bivariate Dependencies to Speedup Structure Learning in Bayesian Optimization Algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000309193600013;Nikanjam, A and Rahmani, A;Add this journal to your reviewer interest list.  Add Journal|Bayesian optimization algorithm (BOA) is one of the successful and widely used estimation of distribution algorithms (EDAs) which have been employed to solve different optimization problems. In EDAs, a model is learned from the selected population that encodes interactions among problem variables. New individuals are generated by sampling the model and incorporated into the population. Differen
Minimization of the Total Traveling Distance and Maximum Distance by Using a Transformed-Based Encoding EDA to Solve the Multiple Traveling Salesmen Problem;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000362023800001;Chen, SH;Add this journal to your reviewer interest list.  Add Journal|Estimation of distribution algorithms (EDAs) have been used to solve numerous hard problems. However, their use with in-group optimization problems has not been discussed extensively in the literature. A well-known in-group optimization problem is the multiple traveling salesmen problem (mTSP), which involves simultaneous assignment and sequencing procedures and are shown in different forms. Th
Log-log Convergence for Noisy Optimization;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000345588800002;"Astete-Morales, S; Liu, J and Teytaud, O";Add this journal to your reviewer interest list.  Add Journal|We consider noisy optimization problems, without the assumption of variance vanishing in the neighborhood of the optimum. We show mathematically that simple rules with exponential number of resamplings lead to a log-log convergence rate. In particular, in this case the log of the distance to the optimum is linear on the log of the number of resamplings. As well as with number of resamplings pol
Combining information from thresholding techniques through an evolutionary Bayesian network algorithm;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000529902300034;"Oliva, D; Martins, MSR;  (...); Morais, EF";Add this journal to your reviewer interest list.  Add Journal|Segmentation is an important task in image processing because it could affect the performance of other steps in image analysis. One of the most used methods for segmentation is thresholding which can be formulated as an optimization problem, and evolutionary algorithms (EAs) are alternatives commonly applied to solve it. Estimation of Distribution Algorithms (EDAs) is a branch of EAs that explo
A Distance-Based Two-Stage Ecological Driving System Using an Estimation of Distribution Algorithm and Model Predictive Control;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000407686300006;"Lim, H; Mi, CC and Su, WC";Add this journal to your reviewer interest list.  Add Journal|This paper proposes a distance-based two-stage ecological (eco-) driving scheme by using estimation of distribution algorithms (EDA) and model-based prediction of traffic conditions. Before departure, the optimal speed profile for an entire route is generated by an EDA in combination with speedup approaches for a faster computing time, which can optimize the complex cost function of ecodriving
Compact Optimization Algorithms with Re-Sampled Inheritance;Full Text @ UPM;https://www.webofscience.com/wos/woscc/full-record/WOS:000896368400035;Iacca, G and Caraffini, F;"Add this journal to your reviewer interest list.  Add Journal|Compact optimization algorithms are a class of Estimation of Distribution Algorithms (EDAs) characterized by extremely limited memory requirements (hence they are called ""compact""). As all EDAs, compact algorithms build and update a probabilistic model of the distribution of solutions within the search space, as opposed to population-based algorithms that instead make use of an explicit populat"
